vb,uii,hei_name,form,discipline,,deg_title1,prog_name1,major_title1,major_name1,deg_title2,prog_name2,major_title2,major_name2,ladderized,straight,eteeap,coe-cod,prog_level,authority_category,authority_serial,prog_status_yr,thesis,prog_status,prog_cal_mode,prog_length,prog_labunits,prog_lectureunits,prog_totalunits,prog_credit,tuition_unit,prog_fee,EFM,EFF,E1M,E1F,1Total,E2M,E2F,Enroll_total,E3M,E3F,Enroll_total,E4M,E4F,Enroll_total,E5M,E5F,Enroll_total,E6M,E6F,Enroll_total,E7M,E7F,Enroll_total,EM,EF,Enroll_total,units_lec,units_lab,units_total,GM,GF,Enroll_total,updater,date_updated,remarks
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Entrepreneurship,Bachelor of Science in,Business Administration,Major in,Entrepreneurship,,,,,,,,,50,GR,168,,2,CO,SE,4,,,0,170,1122,314303,0,0,0,0,0,0,0,0,21,16,37,25,14,39,,,0,,,0,,,0,46,30,76,,,0,6,7,13,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Filipino Education,Bachelor of,Secondary Education,Major in,Filipino Education,,,,,,,,,50,GR,167,,2,CO,SE,4,,,0,188,1122,334499,0,0,0,0,0,0,0,0,0,0,0,0,6,6,,,0,,,0,,,0,0,6,6,,,0,4,3,7,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Financial Management,Bachelor of Science in,Business Administration,Major in,Financial Management,,,,,,,,,50,GR,168,,2,CO,SE,4,,,0,173,1122,317669,4,7,0,0,11,7,13,20,0,0,0,0,0,0,,,0,,,0,,,0,11,20,31,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Education Major in General Science,Master in,Education,Major in,General Science,,,,,,,,,80,GR,10,,2,CO,SE,2,,,0,33,2137,90750,,,1,1,2,0,3,3,,,0,,,0,,,0,,,0,,,0,1,4,5,,,0,0,1,1,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MEDICAL AND ALLIED,Master of Arts in Health Admistration Major in Health Management and Administration,Master of Arts in,Health Admistration,Major in,Health Management and Administration,,,,,,,,,80,GP,Autonomous,,2,CO,SE,3,,,0,42,2137,115500,,,0,1,1,4,6,10,,,0,,,0,,,0,,,0,,,0,4,7,11,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MEDICAL AND ALLIED,Master of Arts in Health Admistration Major in Health Services,Master of Arts in,Health Admistration,Major in,Health Services,,,,,,,,,80,GP,Autonomous,,2,CO,SE,3,,,0,39,2137,107250,,,3,3,6,0,0,0,,,0,,,0,,,0,,,0,,,0,3,3,6,,,0,0,1,1,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration Major in Marketing Management,Bachelor of Science in,Business Administration,Major in,Marketing Management,,,,,,,,,50,GR,168,,2,CO,SE,4,,,0,173,1122,317669,7,6,0,0,13,19,17,36,0,0,0,0,0,0,,,0,,,0,,,0,26,23,49,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Mathematics,Master of Arts in,Education,Major in,Mathematics,,,,,,,,,80,GR,74,,2,NO,SE,3,,,0,39,2137,109089,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Mathematics Education,Bachelor of,Secondary Education,Major in,Mathematics Education,,,,,,,,,50,GR,167,,2,CO,SE,4,,,0,184,1122,330011,0,0,0,0,0,3,3,6,0,0,0,2,1,3,,,0,,,0,,,0,5,4,9,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Education Major in Physics,Master in,Education,Major in,Physics,,,,,,,,,80,GR,77,,2,CO,SE,2,,,0,33,2137,92589,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Teaching Major in Physics,Master in,Teaching,Major in,Physics,,,,,,,,,80,GR,77,,2,CO,SE,3,,,0,42,2137,115500,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Teaching Major in Physics,Master in,Teaching,Major in,Physics,,,,,,,,,80,GR,77,,1,CO,SE,3,,,0,42,2137,115500,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Arts in Education Major in Reading Education,Master of Arts in,Education,Major in,Reading Education,,,,,,,,,80,GR,74,,2,NO,SE,3,,,0,42,2137,115500,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Teaching Major in Science Education,Master in,Teaching,Major in,Science Education,,,,,,,,,80,GR,10,,1,CO,SE,3,,,0,36,2137,99000,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,1,1,2,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Sciences Education,Bachelor of,Secondary Education,Major in,Sciences Education,,,,,,,,,50,GR,167,,2,CO,SE,4,,,0,192,1122,338987,0,0,0,0,0,0,0,0,2,4,6,1,5,6,,,0,,,0,,,0,3,9,12,,,0,9,3,12,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Social Studies Education,Bachelor of,Secondary Education,Major in,Social Studies Education,,,,,,,,,50,GR,167,,2,CO,SE,4,,,0,185,1122,331133,0,0,0,0,0,1,7,8,3,2,5,2,4,6,,,0,,,0,,,0,6,13,19,,,0,9,27,36,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,ENGINEERING AND TECH,Bachelor of Science in Civil Engineering Major in Structural,Bachelor of Science in,Civil Engineering,Major in,Structural,,,,,,,,,50,GP,Autonomous,,1,CO,SE,4,,,0,233,1122,384989,30,13,0,0,43,36,17,53,30,10,40,11,6,17,,,0,,,0,,,0,107,46,153,,,0,16,6,22,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Secondary Education Major in Values Education,Bachelor of,Secondary Education,Major in,Values Education,,,,,,,,,50,GR,167,,2,CO,SE,4,,,0,185,1122,331133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MEDICAL AND ALLIED,Bachelor of Science in Nursing  ,Bachelor of Science in,Nursing,,,,,,,,,,,50,GR,51,,2,CO,SE,4,,,0,175,1122,466410,108,216,0,0,324,81,191,272,114,225,339,96,197,293,,,0,,,0,,,0,399,829,"1,228",,,0,16,34,50,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MEDICAL AND ALLIED,Doctor of Medicine  ,Doctor of,Medicine,,,,,,,,,,,90,GR,31,,1,CO,SE,5,,,0,189,2394,451405,17,45,0,0,62,19,55,74,17,32,49,17,31,48,9,27,36,,,0,,,0,79,190,269,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Science in Psychology  ,Bachelor of Science in,Psychology,,,,,,,,,,,50,GR,26,,1,CO,SE,4,,,0,177,1122,310924,8,45,0,0,53,14,28,42,21,49,70,20,35,55,,,0,,,0,,,0,63,157,220,,,0,3,4,7,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Management Accounting  ,Bachelor of Science in,Management Accounting,,,,,,,,,,,50,GR,168,,1,CO,SE,4,,,0,197,1122,333364,11,17,0,0,28,20,38,58,10,22,32,20,48,68,,,0,,,0,,,0,61,125,186,,,0,3,10,13,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,NATURAL SCIENCE,Bachelor of Science in Biology  ,Bachelor of Science in,Biology,,,,,,,,,,,50,GR,53,,1,CO,SE,4,,,0,178,1122,323279,20,35,0,0,55,11,29,40,10,23,33,13,18,31,,,0,,,0,,,0,54,105,159,,,0,5,10,15,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,IT-RELATED DISCIPLINES,Bachelor of Science in Information Technology  ,Bachelor of Science in,Information Technology,,,,,,,,,,,50,GR,3,,2,CO,SE,4,,,0,173,1122,317669,24,14,0,0,38,43,12,55,27,6,33,22,6,28,,,0,,,0,,,0,116,38,154,,,0,40,14,54,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,IT-RELATED DISCIPLINES,Bachelor of Science in Computer Science  ,Bachelor of Science in,Computer Science,,,,,,,,,,,50,GR,3,,1,CO,SE,4,,,0,179,1122,324401,19,5,0,0,24,19,8,27,19,4,23,23,5,28,,,0,,,0,,,0,80,22,102,,,0,22,2,24,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,LAW AND JURISPRUDENCE,Bachelor of Laws  ,Bachelor of,Laws,,,,,,,,,,,50,GR,28,,2,CO,SE,4,,,0,162,2016,416912,12,16,1,1,30,13,12,25,8,12,20,7,8,15,,,0,,,0,,,0,41,49,90,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,LAW AND JURISPRUDENCE,Bachelor of Science in Legal Management  ,Bachelor of Science in,Legal Management,,,,,,,,,,,50,GR,168,,2,CO,SE,4,,,0,182,1122,316534,10,15,0,0,25,9,13,22,5,22,27,7,8,15,,,0,,,0,,,0,31,58,89,,,0,,,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,ENGINEERING AND TECH,Bachelor of Science in Computer Engineering  ,Bachelor of Science in,Computer Engineering,,,,,,,,,,,50,GR,3,,2,CO,SE,4,,,0,240,1122,392843,10,1,0,0,11,9,6,15,10,3,13,33,7,40,1,,1,,,0,,,0,63,17,80,,,0,11,1,12,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Business Administration  ,Bachelor of Science in,Business Administration,,,,,,,,,,,50,GR,168,,2,CO,SE,4,,,0,170,1122,314303,0,0,0,0,0,0,0,0,14,19,33,13,17,30,,,0,,,0,,,0,27,36,63,,,0,30,41,71,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Bachelor of Science in Office Administration  ,Bachelor of Science in,Office Administration,,,,,,,,,,,50,GR,168,,2,CO,SE,4,,,0,182,1122,327767,2,1,0,0,3,15,4,19,12,9,21,18,2,20,,,0,,,0,,,0,47,16,63,,,0,4,6,10,Kim Dioven Lusaya,04-Nov-2025,
225-26,09002,Ateneo de Zamboanga University,B,ENGINEERING AND TECH,Associate in Electronics Engineering Technology  ,Associate in,Electronics Engineering Technology,,,,,,,,,,,40,GP,"Granted Autonomous Status on April 1, 2016",,2,CO,SE,2,,,0,109,1122,178463,,,31,13,44,11,3,14,,,0,,,0,,,0,,,0,,,0,42,16,58,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Bachelor of Arts in International Studies  ,Bachelor of Arts in,International Studies,,,,,,,,,,,50,GR,166,,1,CO,SE,4,,,0,156,1122,287362,11,10,0,0,21,4,10,14,2,5,7,7,7,14,,,0,,,0,,,0,24,32,56,,,0,2,2,4,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,ENGINEERING AND TECH,Bachelor of Science in Biomedical Engineering  ,Bachelor of Science in,Biomedical Engineering,,,,,,,,,,,50,GP,Autonomous,,2,CO,SE,4,,,0,226,1122,377135,5,6,0,0,11,3,7,10,7,8,15,12,4,16,,,0,,,0,,,0,27,25,52,,,0,6,4,10,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,IT-RELATED DISCIPLINES,Bachelor of Science in New Media and Computer Animation  ,Bachelor of Science in,New Media and Computer Animation,,,,,,,,,,,50,GR,3,,2,CO,SE,4,,,0,170,1122,303070,5,5,0,0,10,9,7,16,2,5,7,6,12,18,,,0,,,0,,,0,22,29,51,,,0,5,4,9,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MASS COMMUNICATION AND DOCUMENTATION,Bachelor of Arts in Communication  ,Bachelor of Arts in,Communication,,,,,,,,,,,50,GR,166,,1,CO,SE,4,,,0,176,1122,298569,2,11,0,0,13,4,9,13,6,4,10,10,4,14,,,0,,,0,,,0,22,28,50,,,0,8,4,12,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,ENGINEERING AND TECH,Bachelor of Science in Electronics Engineering  ,Bachelor of Science in,Electronics Engineering,,,,,,,,,,,50,GR,3,,2,CO,SE,4,,,0,245,1122,398453,7,0,0,0,7,7,1,8,9,0,9,9,3,12,,,0,,,0,,,0,32,4,36,,,0,4,6,10,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Master in Psychology  ,Master in,Psychology,,,,,,,,,,,80,GR,9,,2,CO,SE,2,,,0,33,2137,90750,,,0,10,10,5,18,23,,,0,,,0,,,0,,,0,,,0,5,28,33,,,0,0,7,7,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Master in Business Administration  ,Master in,Business Administration,,,,,,,,,,,80,GR,17,,2,CO,TR,2,,,0,33,2137,99990,,,4,6,10,4,14,18,,,0,,,0,,,0,,,0,,,0,8,20,28,,,0,6,14,20,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Elementary Education  ,Bachelor of,Elementary Education,,,,,,,,,,,50,GR,119,,2,CO,SE,4,,,0,185,1122,331133,2,3,0,0,5,1,7,8,0,5,5,2,8,10,,,0,,,0,,,0,5,23,28,,,0,2,10,12,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Bachelor of Arts in Philosophy  ,Bachelor of Arts in,Philosophy,,,,,,,,,,,50,GR,166,,2,CO,SE,4,,,0,176,1122,309802,3,0,0,0,3,6,6,12,1,5,6,5,1,6,,,0,,,0,,,0,15,12,27,,,0,2,1,3,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Master in Public Administration  ,Master in,Public Administration,,,,,,,,,,,80,GR,77,,1,CO,TR,2,,,0,33,2137,94632,,,3,3,6,8,9,17,,,0,,,0,,,0,,,0,,,0,11,12,23,,,0,3,5,8,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MEDICAL AND ALLIED,Master of Arts in Nursing  ,Master of Arts in,Nursing,,,,,,,,,,,80,GR,58,,1,CO,SE,3,,,0,30,2137,86178,,,0,4,4,6,13,19,,,0,,,0,,,0,,,0,,,0,6,17,23,,,0,1,4,5,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Master of Arts in Psychology  ,Master of Arts in,Psychology,,,,,,,,,,,80,GP,Autonomous,,1,CO,SE,2,,,0,30,2137,80661,,,2,7,9,2,9,11,,,0,,,0,,,0,,,0,,,0,4,16,20,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Bachelor of Arts in English Language Studies  ,Bachelor of Arts in,English Language Studies,,,,,,,,,,,50,GR,166,,1,CO,SE,4,,,0,167,1122,277238,1,4,0,0,5,3,1,4,5,4,9,0,0,0,,,0,,,0,,,0,9,9,18,,,0,2,0,2,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Doctor of Philosophy in Development Management (Educational Administration)  ,Doctor of Philosophy in,Development Management (Educational Administration),,,,,,,,,,,90,GR,121,,1,CO,SE,5,,,0,39,2394,111756,1,0,0,0,1,3,12,15,0,0,0,0,0,0,,,0,,,0,,,0,4,12,16,,,0,1,2,3,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MEDICAL AND ALLIED,Master in Nursing  ,Master in,Nursing,,,,,,,,,,,80,GP,Autonomous,,2,CO,SE,3,,,0,33,2137,90750,,,0,10,10,0,6,6,,,0,,,0,,,0,,,0,,,0,0,16,16,,,0,0,1,1,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Master of Guidance and Counseling  ,Master of,Guidance and Counseling,,,,,,,,,,,80,GR,52,,1,NO,SE,3,,,0,42,2137,115500,,,1,5,6,2,7,9,,,0,,,0,,,0,,,0,,,0,3,12,15,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Doctor of Philosophy in Development Management (Business Administration)  ,Doctor of Philosophy in,Development Management (Business Administration),,,,,,,,,,,90,GR,121,,1,CO,SE,5,,,0,39,2394,111756,0,0,0,0,0,5,9,14,0,0,0,0,0,0,,,0,,,0,,,0,5,9,14,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Master in Public Administration  ,Master in,Public Administration,,,,,,,,,,,80,GR,77,,2,CO,TR,2,,,0,33,2137,94632,,,3,3,6,1,6,7,,,0,,,0,,,0,,,0,,,0,4,9,13,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MATHEMATICS,Bachelor of Science in Mathematics  ,Bachelor of Science in,Mathematics,,,,,,,,,,,50,GR,5,,1,CO,SE,4,,,0,167,1122,299704,6,0,0,0,6,1,1,2,1,2,3,0,1,1,,,0,,,0,,,0,8,4,12,,,0,96,209,305,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Doctor of Philosophy in Psychology  ,Doctor of Philosophy in,Psychology,,,,,,,,,,,90,GR,121,,1,CO,SE,5,,,0,39,2394,111756,2,0,0,0,2,1,9,10,0,0,0,0,0,0,,,0,,,0,,,0,3,9,12,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Master of Arts in English  ,Master of Arts in,English,,,,,,,,,,,80,GR,9,,1,CO,SE,2,,,0,30,2137,84339,,,3,0,3,3,6,9,,,0,,,0,,,0,,,0,,,0,6,6,12,,,0,1,2,3,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,OTHER DISCIPLINES,Bachelor of Arts in Interdisciplinary Studies  ,Bachelor of Arts in,Interdisciplinary Studies,,,,,,,,,,,50,GR,166,,1,CO,SE,4,,,0,164,1122,285105,0,0,0,0,0,1,0,1,4,2,6,1,2,3,,,0,,,0,,,0,6,4,10,,,0,3,3,6,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,IT-RELATED DISCIPLINES,Master in Information Technology  ,Master in,Information Technology,,,,,,,,,,,80,GP,Autonomous,,2,CO,SE,2,,,0,33,2137,90750,,,0,1,1,6,2,8,,,0,,,0,,,0,,,0,,,0,6,3,9,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Master of Arts in Filipino  ,Master of Arts in,Filipino,,,,,,,,,,,80,GR,9,,1,CO,SE,2,,,0,30,2137,80661,,,,2,2,1,4,5,,,0,,,0,,,0,,,0,,,0,1,6,7,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Doctor of Philosophy in Education (Mathematics Education)  ,Doctor of Philosophy in,Education (Mathematics Education),,,,,,,,,,,90,GR,121,,1,CO,SE,5,,,0,39,2394,111756,2,1,0,0,3,3,1,4,0,0,0,0,0,0,,,0,,,0,,,0,5,2,7,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Doctor of Philosophy in Language Studies  ,Doctor of Philosophy in,Language Studies,,,,,,,,,,,90,GR,121,,1,CO,SE,5,,,0,39,2394,111756,1,0,0,0,1,2,3,5,0,0,0,0,0,0,,,0,,,0,,,0,3,3,6,,,0,0,1,1,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,IT-RELATED DISCIPLINES,Master of Library and Information Science  ,Master of,Library and Information Science,,,,,,,,,,,80,GP,Autonomous,,1,CO,SE,2,,,0,30,2137,84339,,,1,1,2,1,3,4,,,0,,,0,,,0,,,0,,,0,2,4,6,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Bachelor of Physical Education  ,Bachelor of,Physical Education,,,,,,,,,,,50,GR,167,,2,CO,SE,4,,,0,188,1122,334499,0,0,0,0,0,0,0,0,0,0,0,3,3,6,,,0,,,0,,,0,3,3,6,,,0,0,0,0,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,IT-RELATED DISCIPLINES,Master of Computer Science  ,Master of,Computer Science,,,,,,,,,,,80,GP,Autonomous,,1,CO,SE,2,,,0,30,2137,82500,,,1,1,2,2,1,3,,,0,,,0,,,0,,,0,,,0,3,2,5,,,0,1,1,2,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Master in Social Studies  ,Master in,Social Studies,,,,,,,,,,,80,GR,9,,2,CO,SE,2,,,0,33,2137,90750,,,1,1,2,0,2,2,,,0,,,0,,,0,,,0,,,0,1,3,4,,,0,0,2,2,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Master of Arts in History  ,Master of Arts in,History,,,,,,,,,,,80,GP,Autonomous,,1,CO,SE,2,,,0,30,2137,80661,,,1,1,2,0,1,1,,,0,,,0,,,0,,,0,,,0,1,2,3,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Mathematics Education  ,Master in,Mathematics Education,,,,,,,,,,,80,GP,Autonomous,,2,CO,SE,2,,,0,33,2137,92589,,,0,0,0,3,0,3,,,0,,,0,,,0,,,0,,,0,3,0,3,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master of Science in Mathematics Education  ,Master of Science in,Mathematics Education,,,,,,,,,,,80,GP,Autonomous,,1,CO,SE,2,,,0,39,2137,98055,,,,,0,1,2,3,,,0,,,0,,,0,,,0,,,0,1,2,3,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,BUSINESS ADMINISTRATION AND RELATED,Master in Governance and Development  ,Master in,Governance and Development,,,,,,,,,,,80,GP,Autonomous,,2,CO,TR,2,,,0,33,2137,90750,,,0,1,1,0,,0,,,0,,,0,,,0,,,0,,,0,0,1,1,,,0,5,0,5,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,HUMANITIES,Master of Arts in English  ,Master of Arts in,English,,,,,,,,,,,80,GR,9,,2,CO,SE,3,,,0,42,2137,115500,,,,,0,1,,1,,,0,,,0,,,0,,,0,,,0,1,0,1,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,MATHEMATICS,Master of Arts in Mathematics  ,Master of Arts in,Mathematics,,,,,,,,,,,80,GR,9,,1,CO,SE,3,,,0,36,2137,99000,,,,,0,,1,1,,,0,,,0,,,0,,,0,,,0,0,1,1,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,SOCIAL AND BEHAVIORAL SCIENCES,Master of Arts in Social Studies  ,Master of Arts in,Social Studies,,,,,,,,,,,80,GR,9,,1,CO,SE,2,,,0,30,2137,80661,,,,,0,,1,1,,,0,,,0,,,0,,,0,,,0,0,1,1,,,0,0,0,0,Kim Dioven Lusaya,06-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Doctor of Philosophy in Science Education (Mathematics)  ,Doctor of Philosophy in,Science Education (Mathematics),,,,,,,,,,,90,GR,121,,1,CO,SE,5,,,0,39,2394,109917,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,,,0,0,1,1,,,0,1,1,2,Kim Dioven Lusaya,04-Nov-2025,
2025-26,09002,Ateneo de Zamboanga University,B,EDUCATION SCIENCE AND TEACHER TRAINING,Master in Teaching Philosophy  ,Master in,Teaching Philosophy,,,,,,,,,,,80,GP,Autonomous,,2,CO,SE,2,,,0,33,2137,90750,,,0,1,1,0,0,0,,,0,,,0,,,0,,,0,,,0,0,1,1,,,0,1,0,1,Kim Dioven Lusaya,06-Nov-2025,
